text,weak_label,confidence,rule_triggered
汽车美容技师。抛光打蜡，监督洗车，销售美容产品、漆面美容：在汽车漆面美容中，主要是针对车身进行美容保养，主要项目包含洗车、打蜡、抛光、封釉、镀膜、喷漆等；洗车去除沥青、焦油等污物、抛光能够让汽车焕然一新；封釉、镀膜主要是对汽车表面进行添加一层保护膜。2、内饰美容：在汽车美容内饰当中，主要有内室清洁、表板上光、包真皮、车内除味和车内精品等，能够享受最舒适的空气与环境，提高开车安全性，良好的视觉与环境能够让车主更加...,136,0.8323,similarity
汽车美容技师（重庆/高薪诚聘）。岗位职责： 1、负责汽车美容抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作； 任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强； 4、成长快，氛围好，全国连锁门店，工作地点可就近分配。...,136,0.9054,similarity
CFD仿真工程师。1、本科、硕士、博士； 2、能源动力/机械/控制专业、应届者或有相关工作经验者优先； 3、熟悉CFD软件如starccm、fluent fea软件如abauqs、ansys mechanical、nastran或其他相关软件； 4、工作职责：支持电动汽车热管理系统以及关键零部件的结构分析、性能仿真、分析等工作；详细面议； 5、工作地址：溧阳；,38,0.9016,similarity
汽车美容。工作内容：1.负责进店车辆的专业清洗、抛光打蜡、清洁发动机、清洁内饰、真皮养护、高端镀晶等美容项目的施工；2.具有一年以上的汽车美容施工从业经验者，有汽车驾照优先；3.具有团队合作精神，服从公司管理安排。,136,0.8993,similarity
快修快保店汽车美容技师。岗位职责： 负责车辆进店的洗车，美容工作。任职要求：具有汽车美容经验2-3年，工作态度端正，服务意识要强。工作地点:1店位置：石家庄桥西区解放南大街与普惠路交口东南角星河养车。 2店位置：石家庄新华区中华大街与兴凯路交口。上班时间：单休制，早8:10-6:00薪资构成：基本工资+岗位津贴+绩效+提成+奖金，生日福利，保险齐全。每年2次不定期团建。集团1店地址：石家庄桥西区解放南大街与普惠路交口；集...,136,0.8082,similarity
汽车美容技师。工作内容：汽车工作室日常精致洗车，漆面矫正，发动机舱清洗，内饰深度护理职位要求：认真负责做好每一辆车子工作时间：早九晚七,136,0.8473,similarity
系统集成项目经理。岗位职责：从事大型系统集成项目的投标组织、项目管理、调试试运行等工作。 任职资格：自动化、计算机或通信相关专业本科及以上学历。3年以上智能化和系统集成项目管理相关工作经验，具有编制招投标书、进行技术洽谈经验，具有项目实施的管理、协调和控制经验。有一级建造师证书、计算机信息系统集成项目经理证书者优先考虑。能够适应出差。,0,0.821,reject_civil_construction
BMS系统工程师。工作职责： 1.负责客户项目BMS技术需求对接与管理（包括客户技术需求分析/分解/跟踪反馈） 2.参与BMS系统技术规范制定与平台需求管理 3.负责BMS系统需求集成测试验证与发布; 4.支持BMS标定与Pack标定的问题解决。 工作要求： 1.硕士及以上学历，了解BMS系统功能与软硬件架构知识； 2.熟练掌握硬件在环测试技能、工具链的应用； 3.了解锂电池基本电芯性能； 4.良好的沟通技能及英语沟通能力。,52,0.9044,similarity
汽车美容（暑假工可做）。岗位要求：1、年龄18-35岁，学历不限；2、能吃苦耐劳，有团队协作精神，对汽车美容及装潢类工作感兴趣，有行业相关经验优先；工作职责：负责门店日常汽车美容项目服务，核心为洗车，工作经验增加后可加入精铣、抛光、打蜡、汽车装潢等项目；薪资：底薪3500+施工提成10%+销售提成10%，薪资无上限工作时间：10:00-21:00，月休4天，提供免费住宿福州各区有多家门店，可就近安排哦不管你是有经验还是无...,136,0.8476,similarity
阿里国际站运营。岗位职责： 1、负责阿里巴巴国际站店铺后台日常运营工作，如：负责收集整理产品关键词，并优化关键词排名，产品模版更新优化发布，旺铺首页PC端移动端装修策划，产品排名优化，橱窗产品设置优化，P4P直通车日常调价管理，逐步提高网站最终询盘量； 2、收集、分析平台类目及竞争对手数据; 3、对目标市场调研分析，发掘客户需求，开发推广新的产品线; 4、妥善处理各种争议，保持店铺的好评率和良好的信用度，提升客户...,105,0.8631,similarity
汽车美容整备。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二薪资：综合底薪3800+加班工资+餐补，综合薪资5000-6000,136,0.858,similarity
餐饮服务。简历请附近照） 岗位职责： 1、负责公司商务宴请接待服务工作，对接来访重要客户会务服务； 2、全程跟踪商务餐用餐活动，处理席间突发状况； 3、负责商务接待中的就餐环境、服务质量、餐具摆台等； 4、负责领导交办的其他工作事项。 任职要求： 1、年龄22~35岁，中专及以上学历，形象气质佳，要求身高163cm以上，简历请照片； 2、熟悉掌握商务服务专业知识，服务技能，有内部宴请接待经验者佳； 3、工作...,0,0.7374,reject_food_service
系统集成项目经理。岗位职责：从事大型系统集成项目的投标组织、项目管理、调试试运行等工作。 任职资格：自动化、计算机或通信相关专业本科及以上学历。3年以上智能化和系统集成项目管理相关工作经验，具有编制招投标书、进行技术洽谈经验，具有项目实施的管理、协调和控制经验。有一级建造师证书、计算机信息系统集成项目经理证书者优先考虑。能够适应出差。,0,0.821,reject_civil_construction
"linux工程师。岗位职责：1. 设计、实现和维护 Linux 系统；2.监控系统性能，并解决性能问题；3.管理和维护网络服务, 应用中间件等；4.配置和管理虚拟化环境，如 VMWare、KVM；5.处理系统安全问题，如防火墙、安装安全补丁。岗位要求：1.3至5年Linux工作经验2.须持有Linux相关认证, RHCE 认证优先考虑。3.熟悉 Linux 操作系统和相关工具，如 Bash、SSH、sed、awk ...",8,0.8843,similarity
汽车美容。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。,136,0.9004,similarity
信息安全工程师。岗位职责： 负责全球范围内集团公司、分子公司的信息安全体系运行，包括策略制定、培训宣贯、审核审查等； 负责信息安全管理制度制定实施和监督； 负责处理信息安全事件； 负责开展信息安全风险管理； 负责根据内外部审计工作的要求，编写或收集整理相关文字材料，监督推动审计问题的整改落实。 任职要求： 本科以上学历，三年以上信息安全管理经验； 具备CISP/CISSP/CISA等信息安全专业技能认证； 优秀的英语听说读写能力，能与海外员工进行必要的工作交流； 有跨国公司或外企工作经验，具备海外信息安全管理经验； 有IS27001、TISAX等信息安全管理体系经验； 熟悉GDPR法案者优先。,66,0.9304,similarity
汽车美容主管。1.满足美容岗位技能要求（抛光，打蜡，镀晶，内饰清洗，发动机舱清洗，漆面清洁）2.会贴太阳膜优先录取（底薪增加）3.销售经验丰富，具备销售能力（销售毛利百分比提成）4.团结同事，执行力强,136,0.8546,similarity
11613Q-资深Web开发工程师-算法平台。工作职责 <br /> <br />1、进行所负责项目或任务的开发，形成规范化的代码和前端概要文档； <br />2、组织相关人员进行代码走读，对发现的问题及时与系统设计及其他相关人员协商解决，及时解决问题； <br />3、在整个项目生命周期过程中，维护，根据相关规范处理各种变更，修复后续测试中发现的任何缺陷，确保项目符合系统设计要求； <br />4、从开发角度，协助所属项目或任务的系统设计，并参与其评审； <br />5、进行所属岗位的技术研究和引进推广； <br />6、对开发工程师的工作作出指导，并参与开发规范的制定工作。 <br />任职要求 <br />1. **本科及以上学历，计算机相关专业，3年以上前端开发经验。 <br />2、熟练掌握HTML5、CSS3、javascrip的核心技术，熟悉主流浏览器的技术特点； <br />3、熟悉前端主流框架，至少熟练使用一种前端框架（vue／react等），能够搭建符合项目需要的前端脚手架； <br />4、使用过JavaScript图形绘制库，如echarts、D3.js等； <br />5、掌握模块化、前端编译和构建工具，如webpack/gulp等； <br />6、对技术有热情，具有良好的沟通能力和团队合作精神，优秀的解决问题的能力 <br />3.熟悉IT技能-前端开发-HTML5、IT技能-前端开发、IT技能-前端开发-前端开发框架， <br />,0,0.8104,reject_civil_construction
