text,weak_label,confidence,rule_triggered
液压销售经理。嘿！我们正在寻找一位充满激情的销售团队经理，与我们一同创造销售奇迹！你将带领我们的销售团队，制定酷炫的销售策略，完成销售目标，并与其他部门协同作战！同时，分析销售数据、维护客户关系也是你的拿手好戏。如果你满足以下条件，就赶快加入我们吧！本科及以上学历，市场营销或相关专业优先；5年以上销售工作经验，2年以上团队管理经验；擅长沟通、领导力MAX；具备敏锐的市场分析能力和商业敏感度；有责任心，热爱团队工...,55,0.8132,similarity
电子硬件工程师（无人机）。职位描述 无人机 电子/半导体/集成电路 人工智能 岗位职责： 1.负责无人机电子硬件系统方案设计，包括主控外围、电源、接口板、扩展板、传感器接入、电气集成等。 2.负责原理图设计、器件选型、PCB 设计指导与样机调试，推动硬件从方案到样机落地。 3.负责飞控相关硬件接口开发与验证，包括供电、电流电压采样、通信总线、传感器接口、保护电路等。 4.负责整机电气系统调试，配合嵌入式工程师完成板卡、接口联调、信号完整性与稳定性验证。 5.参与结构、电气、散热、可靠性和可制造性设计，提升系统稳定性和工程可落地性。 6.负责故障分析、硬件问题定位、设计优化和版本迭代，支持测试、交付和小批量生产。 7.负责输出硬件开发文档、BOM、测试规范和设计归档资料。 任职要求： 1.本科及以上学历，电子工程、通信工程、自动化、测控、集成电路等相关专业。 2.具备完整硬件开发经验，能独立完成原理图设计、关键器件选型、调试和问题闭环。 3.熟悉常见嵌入式硬件设计，包括 MCU/SoC 外围电路、电源设计、接口保护、传感器接入、通信总线设计。 4.熟悉常用硬件开发与调试工具，具备示波器、逻辑分析仪、电源、负载等实际使用经验。 5.了解 EMI/EMC、可靠性、热设计、DFM/DFT 等工程化要求。 6.具备良好的跨团队协作能力，能够与嵌入式、结构、算法、测试团队协同推进项目。,35,0.9561,similarity
无人机巡查技术员（宁东驻场）。岗位职责： 1.长期驻宁东管委会，负责电脑端无人机巡查作业、航线规划、数据采集与设备日常维护、及现场应急动态保障。 2.承担应急保障任务，遇突发情况、应急演练及抢险救援时，快速响应并执行无人机空中巡查、现场侦察、影像回传等工作； 岗位要求： 1.大专以上学历，（包括但不限于无人机、电气、自动化、计算机专业等），有2年以上的无人机飞行任务经验（包括但不限于测绘、侦察、电力巡线、管道巡线、环保监测等）...,71,0.8391,similarity
央企保险代理人(双休高薪）。工作时间:1.早上8:30-17;30双休2.法定节假日休息 福利保障: 底薪+绩效奖金+高额提成+丰厚的绩效奖金+团队管理津贴+专项奖励+月度奖励+补充商业保险+弹性工作+员工旅游+季度旅游+终身学习培训体系岗位内容： 1、公司提供精准客户资源，为客户提供优质的全流程售后服务; 2、熟悉掌握公司相关产品，收集客户需求，及时为客户配置需要的产品，并做好售后维护及客户服务; 3、有团队合作意识和组织...,126,0.8258,similarity
质量适航工程师。岗位职责：1. 负责按照适航管理规章，建立民用航空产品适航管理体系，编制适航管理的程序文件；2. 负责研究国内外适航规章，参与适航规章，标准的编制与评审；3. 与民航局建立接口联络机制，协调看展适航审查工作；4. 按照民用哦该适航管理条例对公司研发和试验工作进行监控、检查，向局方报告适航相关工作；5. 组织开展型号审定适航工作，包括确定审定基础、组织开展适航性设计与验证，获得设计批准和生产批准 任...,9,0.9094,airworthiness
商务运营-懂车帝北京。职位职责： 1、负责业务线从签约到收款的全业务流程的支撑和管控，包括合同审核签署、开票管理、退款管理、收入管理、支出管理等； 2、协同中后台职能部门推进商务合作协议的更新，针对新业务的商务流程进行整体把控和设计，保障业务流程的适配和顺畅执行； 3、通过对业务数据的分析，结合合同运营的实际情况，洞察业务问题并反馈优化建议； 4、监控项目的整体执行情况，控制合同的商务风险，对相关业务数据进行准确判断； 5、善于发现商务流程执行中的问题，并提出可行性分析和优化方案。 职位要求： 1、本科以上学历，有互联网、汽车（新车、二手车、4S店、汽车金融等）相关工作经历； 2、熟悉商务运营管理要素，具有较好的商务风险意识； 3、具备流程化意识和结构化思维，工作细致认真，积极主动，具有计划性； 4、具有较强的沟通及协调能力，有良好的协作与团队精神； 5、学习能力好，有责任心，有一定的抗压能力。,125,0.8334,similarity
电力技术工人。岗位职责1. 现场施工与安装：严格按照施工图纸、操作规程及安全规范，完成高低压配电设备、输电线路、变电站等电力工程的现场安装、调试与检修工作。2. 设备维护与抢修：负责辖区内电力设备的日常巡检、维护，及时处理运行中的突发故障与抢修任务，确保电网安全稳定运行。3. 质量把控与记录：在施工过程中严格执行质量标准，做好每一道工序的自检与互检，并准确填写施工日志、隐蔽工程记录等技术资料。4. 协同配合与服...,96,0.8735,similarity
研发工程师（碳纤维复合材料、高纯石墨）。岗位职责（碳纤维复合材料、高纯石墨、软毡、硬毡）1、负责产品工艺开发，作为技术接口与客户沟通交流。 2、负责产品和工艺开发项目各个阶段任务实施和执行。 3、完成并维护PBOM、过程流程图、PFMEA、过程特殊特性、样件控制计划、样件需求计划及采购申请、作业指导书等相关文件。 4、生产技术支持：负责生产现场工艺技术问题的解决；指导生产员工贯彻工艺规程，并转化员工的合理建议。 5、日常工作：领导安排的...,6,0.8833,aircraft_structure
银行软件测试工程师。职位描述 功能测试 自动化测试 银行 岗位要求： 1、学信网本科，毕业早于22年。至少3年以上软件测试相关经验，熟悉测试理论、流程与方法； 2、功能测试人员必须有银行项目经验，熟悉银行业务，对银行体系架构知识有一定了解； 3、具有较强的分析判断能力，沟通综合协协调能力，较强责任心； 4、较强的技术文档撰写能力，有测试计划、测试需求，测试用例、测试评估报告等文档撰写经验； 业务方向必须满足： 1、银行信贷系统（贷前、贷中、贷后全流程） 2、银行核心系统（运营管理、支付结算、中间业务、渠道整合及信贷管理等） 注：3年起评中级11-12K，5年起评高级13-14K（目前主要是中级名额）、福利全额缴纳 另苏州有一个个人信贷测试名额（有系统间交互、异常对账、贷后交易、计息计提的优先），测试经验5年以上，薪资12~14K。地点苏州苏州工业园区星汉街5号腾飞新苏工业坊‌,27,0.8297,similarity
电子工艺工程师。工作职责1. 负责PCBA生产线（SMT、DIP、组装测试）的工艺设计、参数优化及流程标准化，提升产线良率与生产效率。2. 主导PCBA制程异常分析（如虚焊、短路、器件失效），制定并落地改进方案，降低生产损耗。3. 参与新产品导入（NPI）的可制造性评估，输出DFM报告，推动设计端优化以适配量产需求。4. 维护工艺文件（SOP、WI）及设备参数，开展一线操作人员的工艺培训与技能赋能。任职要求1. ...,108,0.8594,similarity
销售。上市公司我爱我家杭州公司招聘，工作地点：未科板块门店 1、薪资：入职无责底薪大专以下3000，***大专5000（3000+2000），***本科6000（4000+2000）+高提成45%-65%+团队奖（行业独有奖项），月平均收入15000～25000元，众多销售人员月收入在25000元-40000元；&nbsp;部分经纪人月10万+ 2、&nbsp;福利：网络补贴、养老保险、医疗保险、失业保险、工伤保险、生育保险和住房公积金，节假日福利，带薪年休假，婚假、产假、病假； 3、月季年度激励活动：季度员工大会，评选优秀销售能手，多样奖品，旅游等等。 4、行业领先培训体系：训练有素培训师队伍，系列培训计划，完善的培训机制，良好的1对1，老带新培训机制；&nbsp; 5、晋升：每季度有一次晋升机会，快速的成长发展机会，应届毕业生最快7个月晋升管理层，我爱我家营运管理层全部由公司培养，杭州培训基地为华东区域输送多位中高级管理人才，杭州区域已培养高管超过50人，区经理超过200人，业务主任与店长超过1200人。 6、资源：杭州490多家店面充足的客户资源供给，&nbsp;聚集良好的工作圈、朋友圈，高质人脉公司，以爱家赢营造的良好工作氛围，自由选择工作地点（490多家直营销售网点遍布杭州各区，可近距离上下班）； 7、金鹰汇：优秀销售人员最高荣誉，参加全国大型会议，接受培训、分享、接受集团高管颁发荣誉证书与奖品。 ------------------- 您的工作： 1.&nbsp;负责上门客户接待、咨询工作，为客户提供专业的房地产相关咨询服务； 2.&nbsp;根据公司现行渠道开发客户与房源；每日固定电话量，按标准话术邀请客户出来看房。 3.&nbsp;了解客户需求，为客户有效匹配房源，促成一手楼盘销售、二手房买卖、豪宅销售、房屋租赁或房产融资交易（面试通过后，将综合考虑您的个人意愿和能力评估分配到相应业务模块工作），并负责业务跟进和房屋过户手续办理等后续服务工作； 4.&nbsp;维护老客户，并与客户建立良好的业务合作关系。 联系人：李经理***********，微信同号,0,0.7905,reject_real_estate
